index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
786,tapu-lele,  PSYCHIC ,fairy,psychic-surge,NULL,telepathy,70,85,75,130,115,95,570,True,False,generation-vii,1.91872,NO,-,0.04,NoUsage,NoUsage
787,tapu-bulu   ,grass,  FAIRY ,grassy-surge,No_ability,telepathy,70,130,115,85,95,75,570,True,False,generation-vii,0.0,NoUsage,NULL,NoUsage,NoUsage,NoUsage
788,tapu-fini,water,  FAIRY ,misty-surge,null   ,telepathy,70,75,115,95,130,85,570,True,False,generation-vii,2.47022,NoUsage,NoUsage,7.13,NoUsage,NoUsage
789,cosmog,psychic,No_type,unaware,no-ability   ,None ,43,29,31,29,31,37,200,True,False,generation -   vii,0.0,NoUsage,1e-05,NoUsage,-,NoUsage
790,cosmoem   ,psychic,No_type,  STURDY ,N/A,  NONE  ,43,29,131,29,131,37,400,True,False,generation-vii,none,NoUsage,0.00043,NoUsage,NoUsage,NoUsage
791,solgaleo,psychic,steel,full-metal-body   ,none,None ,137,137,107,113,89,97,680,True,False,generation-vii,5.47243,NoUsage,0.1295,4.36,NoUsage,NoUsage
792,lunala,psychic,ghost,shadow-shield,N/A,None ,137,113,89,137,107,97,680,True,False,generation-vii,1.90593,NoUsage,3.64915,8.42,NoUsage,NoUsage
793,nihilego,rock,poison,beast-boost,  NO_ABILITY ,none    ,109,53,47,127,131,103,570,False,False,generation-vii,0.06592,NoUsage,NoUsage,0.19,NoUsage,NoUsage
794,buzzwole,bug,fighting,beast-boost,No_ability,  NONE  ,107,139,139,53,53,79,570,False,False,GERAÇAO-VII,0.01071,NoUsage,NoUsage,NULL,N/A,no usage
795,pheromosa   ,bug,  FIGHTING ,beast-boost,no_ability   ,None ,71,137,37,137,37,151,570,False,False,generation-vii,0.6098,no usage,NoUsage,NoUsage,NoUsage,NoUsage
796,  XURKITREE ,electric,No_type,  BEAST-BOOST ,no-ability,None ,83,89,71,173,71,83,570,False,False,GERAÇAO-VII,0.00558,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
797,celesteela,steel,  FLYING ,beast-boost,None,none    ,97,101,103,107,101,61,570,False,False,generation-vii,0.76855,NoUsage,NoUsage,0.68,NoUsage,NoUsage
798,kartana,grass,steel,beast-boost   ,  NULL ,None ,59,181,131,59,31,109,570,False,False,generation -   vii,5.44858,NoUsage,zero,9.25,NoUsage,   
799,guzzlord,dark,dragon,beast-boost,None,None ,223,101,53,97,53,43,570,False,False,GERAÇAO-VII,0.0035,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
800,necrozma,psychic,No_type,prism-armor,sem_habilidade,none    ,97,107,101,127,89,79,600,True,False,generation-vii,0.0,NoUsage,0.00054,NoUsage,NoUsage,NoUsage
800,necrozma-dusk-mane,psychic,steel,prism-armor,NULL,None ,97,157,127,113,109,77,680,True,False,generation-vii,1.60499,NoUsage,0.1819,0.14,   ,NoUsage
800,necrozma-dawn-wings   ,psychic,  GHOST ,prism-armor   ,N/A,None ,97,113,109,157,127,77,680,True,False,generation-vii,0.09109,no usage,0.38148,NoUsage,NoUsage,NoUsage
800,necrozma-ultra,psychic,dragon,neuroforce   ,none,None ,97,167,97,167,97,129,754,True,False,generation-vii,NoUsage,no usage,NoUsage,NoUsage,-,NoUsage
801,magearna,steel,  FAIRY ,soul-heart,None,None ,80,95,115,130,115,65,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NULL,NoUsage
801,magearna-original,steel   ,fairy   ,soul-heart   ,      ,  NONE  ,80,95,115,130,115,65,600,False,True,generation-vii,NoUsage,-,no usage,NoUsage,NoUsage,NoUsage
802,marshadow,fighting   ,ghost   ,technician,N/A,None ,90,125,80,90,90,125,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,none,NoUsage
803,poipole,poison,No_type,beast-boost,sem_habilidade,None ,67,73,67,73,67,73,420,False,False,generation -   vii,-,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
804,naganadel,poison,dragon   ,beast-boost,None,None ,73,73,73,127,73,121,540,False,False,generation-vii,0.03672,NoUsage,NoUsage,NoUsage,NO,zero
805,stakataka,rock,steel,beast-boost,None,None ,61,131,211,53,101,13,570,False,False,generation-vii,0.86669,NoUsage,NoUsage,0.08,NoUsage,-
806,blacephalon,  FIRE ,ghost,beast-boost,  NO-ABILITY ,None ,53,127,53,151,79,107,570,False,False,generation-vii,0.02514,NoUsage,NULL,0.04,NoUsage,NoUsage
807,zeraora,electric,no_type   ,  VOLT-ABSORB ,no-ability,none    ,88,112,75,102,80,143,600,False,True,generation-vii,NoUsage,-,NoUsage,NoUsage,NULL,N/A
808,  MELTAN ,steel   ,No_type,magnet-pull,No_ability,  NONE  ,46,65,65,55,35,34,300,False,True,generation-vii,   ,NoUsage,NoUsage,NoUsage,NoUsage,-
809,melmetal   ,steel,No_type,iron-fist,   ,None ,135,143,143,80,65,34,600,False,True,GEN_vii,NoUsage,   ,NoUsage,NoUsage,NoUsage,no usage
809,  MELMETAL-GMAX ,  STEEL ,No_type,iron-fist,N/A,  NONE  ,135,143,143,80,65,34,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NULL,NoUsage,none
810,grookey,grass,No_type,overgrow,  NONE ,grassy-surge,50,65,50,40,40,65,310,False,False,generation-viii,no usage,0.0,-,NoUsage,NoUsage,NoUsage
811,thwackey,grass,  NO_TYPE ,overgrow,   ,grassy-surge   ,70,85,70,55,60,80,420,False,False,GEN_viii,0.0,NO,0.0,none,NO,NoUsage
812,rillaboom,grass,  NO_TYPE ,overgrow   ,   ,grassy-surge,100,125,90,60,70,85,530,False,False,generation-viii,19.39555,22.8907,22.31496,27.5,27.59,29.72
812,rillaboom-gmax,grass   ,No_type,overgrow   ,None,grassy-surge,100,125,90,60,70,85,530,False,False,generation-viii,NoUsage,no usage,-,NoUsage,none,NO
813,scorbunny,fire,No_type,blaze,sem_habilidade,  LIBERO ,50,71,40,40,40,69,310,False,False,generation -   viii,0.0,0.0,0.0,NoUsage,NoUsage,NO
814,raboot,fire,No_type,  BLAZE ,sem_habilidade,libero,65,86,60,55,60,94,420,False,False,generation-viii,0.0,   ,0.0,   ,NoUsage,NoUsage
815,cinderace,fire   ,No_type,blaze,N/A,libero,80,116,75,65,75,119,530,False,False,generation -   viii,1.17612,0.07588,0.00751,0.14,NoUsage,0.05
815,cinderace-gmax,fire,No_type,blaze,none,libero,80,116,75,65,75,119,530,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
816,sobble,  WATER ,  NO_TYPE ,torrent,  NO_ABILITY ,  SNIPER ,50,40,40,70,40,70,310,False,False,generation-viii,-,0.0,-,no usage,-,NoUsage
817,drizzile   ,water,No_type,torrent,sem_habilidade,sniper,65,60,55,95,55,90,420,False,False,generation -   viii,N/A,0.0,no usage,NoUsage,NoUsage,NoUsage
818,inteleon,water,No_type,torrent,sem_habilidade,sniper   ,70,85,65,125,65,120,530,False,False,generation-viii,0.02842,0.03641,0.0124,NoUsage,NoUsage,0.04
818,  INTELEON-GMAX ,  WATER ,  NO_TYPE ,torrent,  SEM_HABILIDADE ,sniper,70,85,65,125,65,120,530,False,False,generation-viii,none,NoUsage,none,NoUsage,NoUsage,NoUsage
819,  SKWOVET ,normal,No_type,cheek-pouch,N/A,gluttony,70,55,55,35,35,25,275,False,False,generation-viii,0.0,-,0.0,NoUsage,NoUsage,NoUsage
820,greedent   ,  NORMAL ,No_type,cheek-pouch,No_ability,gluttony,120,95,95,55,75,20,460,False,False,generation-viii,0.08851,0.00042,0.00123,0.04,NoUsage,none
821,rookidee,flying   ,No_type,keen-eye,unnerve   ,big-pecks,38,47,35,33,35,57,245,False,False,generation-viii,NO,0.0,0.0,NoUsage,NoUsage,NoUsage
822,corvisquire,  FLYING ,  NO_TYPE ,keen-eye,  UNNERVE ,big-pecks   ,68,67,55,43,55,77,365,False,False,generation-viii,none,0.0,NULL,NoUsage,NoUsage,-
823,corviknight   ,flying,steel,pressure,unnerve   ,mirror-armor,98,87,105,53,85,67,495,False,False,generation-viii,0.03858,2.24481,0.95373,NoUsage,NoUsage,2.43
823,corviknight-gmax,  FLYING ,steel   ,pressure,unnerve   ,mirror-armor,98,87,105,53,85,67,495,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,none,NoUsage
824,blipbug,bug,  NO_TYPE ,swarm,compound-eyes,telepathy   ,25,20,20,25,45,45,180,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
825,dottler,bug,psychic,swarm,compound-eyes   ,telepathy,50,35,80,50,90,30,335,False,False,generation-viii,NoUsage,NO,NoUsage,NO,NoUsage,NoUsage
826,orbeetle,bug,psychic,swarm,frisk,telepathy   ,60,45,110,80,120,90,505,False,False,generation-viii,0.0,NoUsage,zero,-,NoUsage,NoUsage
826,orbeetle-gmax,bug,psychic,swarm,frisk,telepathy   ,60,45,110,80,120,90,505,False,False,generation -   viii,-,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
827,nickit,dark,No_type,run-away,unburden,stakeout,40,28,28,47,52,50,245,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,no usage
828,thievul,dark,No_type,run-away,  UNBURDEN ,stakeout,70,58,58,87,92,90,455,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,no usage
829,gossifleur,  GRASS ,No_type,cotton-down,regenerator   ,effect-spore,40,40,60,40,60,10,250,False,False,generation-viii,N/A,NoUsage,NoUsage,NoUsage,-,no usage
830,eldegoss,grass,  NO_TYPE ,cotton-down,regenerator   ,  EFFECT-SPORE ,60,50,90,80,120,60,460,False,False,GEN_viii,0.00981,NoUsage,none,0.17,none,NO
831,wooloo,normal,No_type,fluffy,run-away   ,bulletproof   ,42,40,55,40,45,48,270,False,False,generation -   viii,0.0,NoUsage,NoUsage,-,NoUsage,   
832,dubwool,  NORMAL ,No_type,  FLUFFY ,  STEADFAST ,bulletproof,72,80,100,60,90,88,490,False,False,generation-viii,N/A,none,NoUsage,0.04,   ,NoUsage
833,chewtle,water,No_type,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44,284,False,False,generation -   viii,-,0.0,0.0,NoUsage,NoUsage,NoUsage
834,drednaw,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,485,False,False,generation-viii,0.03444,0.71084,0.00898,NoUsage,NoUsage,NoUsage
834,drednaw-gmax,water,  ROCK ,strong-jaw   ,shell-armor,swift-swim,90,115,90,48,68,74,485,False,False,GEN_viii,NoUsage,-,NoUsage,NoUsage,NoUsage,NoUsage
835,yamper,electric,no_type   ,ball-fetch,none,rattled   ,59,45,50,40,50,26,270,False,False,generation-viii,0.0,NoUsage,-,NoUsage,NoUsage,NoUsage
836,boltund,electric,No_type,strong-jaw,no_ability   ,competitive,69,90,60,90,60,121,490,False,False,generation -   viii,0.00596,NoUsage,NoUsage,none,NoUsage,NULL
837,rolycoly   ,rock   ,  NO_TYPE ,steam-engine,heatproof,flash-fire   ,30,40,50,40,50,30,240,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
838,carkol,rock,fire   ,steam-engine,flame-body,flash-fire,80,60,90,60,70,50,410,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
839,coalossal,rock   ,fire   ,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,510,False,False,generation-viii,1.97583,0.2083,0.05464,0.95,zero,NoUsage
839,coalossal-gmax,rock,fire   ,steam-engine   ,flame-body,  FLASH-FIRE ,110,80,120,80,90,30,510,False,False,GEN_viii,-,NO,NoUsage,NoUsage,NoUsage,NoUsage
840,applin   ,  GRASS ,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20,260,False,False,generation -   viii,none,0.0,0.0,zero,NoUsage,NoUsage
841,flapple   ,grass,dragon   ,ripen,  GLUTTONY ,hustle,70,110,80,95,60,70,485,False,False,GERAÇAO-VIII,0.00154,0.01783,0.00049,NULL,NoUsage,NoUsage
841,flapple-gmax,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,485,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
842,appletun,  GRASS ,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,False,False,generation -   viii,0.01058,0.02521,0.00131,NoUsage,0.09,NoUsage
842,appletun-gmax,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,False,False,generation-viii,-,NoUsage,no usage,NULL,   ,NoUsage
843,silicobra,ground   ,no_type   ,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46,315,False,False,generation-viii,0.0,0.0,-,no usage,NoUsage,NoUsage
844,  SANDACONDA ,ground,No_type,sand-spit,  SHED-SKIN ,sand-veil,72,107,125,65,70,71,510,False,False,GERAÇAO-VIII,0.00074,0.01599,0.00275,NoUsage,NoUsage,NoUsage
844,sandaconda-gmax,ground,No_type,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,510,False,False,generation-viii,N/A,NoUsage,NoUsage,NoUsage,   ,NoUsage
845,cramorant,flying,water,gulp-missile,sem_habilidade,None ,70,85,55,85,95,85,475,False,False,generation-viii,0.00025,0.01964,0.07541,NoUsage,NoUsage,NoUsage
845,cramorant-gulping,flying,water,  GULP-MISSILE ,sem_habilidade,None ,70,85,55,85,95,85,475,False,False,generation-viii,NoUsage,NoUsage,none,NoUsage,NoUsage,NoUsage
845,cramorant-gorging,flying   ,water,gulp-missile   ,no-ability,None ,70,85,55,85,95,85,475,False,False,generation-viii,NoUsage,no usage,NoUsage,NoUsage,NoUsage,NoUsage
846,arrokuda,water,no_type   ,swift-swim,   ,propeller-tail,41,63,40,40,30,66,280,False,False,generation-viii,NO,0.0,NoUsage,NoUsage,zero,N/A
847,barraskewda,  WATER ,No_type,swift-swim,No_ability,propeller-tail   ,61,123,60,60,50,136,490,False,False,generation-viii,0.03942,0.83623,0.01589,0.27,NoUsage,0.09
848,toxel,electric,poison,rattled,static,klutz,40,38,35,54,35,40,242,False,False,generation-viii,   ,0.0,0.0,NoUsage,NoUsage,N/A
849,toxtricity-amped,electric   ,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,False,False,generation-viii,0.02022,0.16847,0.00864,NoUsage,0.04,0.29
849,  TOXTRICITY-LOW-KEY ,electric   ,poison,punk-rock,minus,technician,75,98,70,114,70,75,502,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04
849,toxtricity-amped-gmax,electric,poison,punk-rock,plus,technician,75,98,70,114,70,75,502,False,False,GERAÇAO-VIII,NoUsage,NoUsage,NoUsage,-,NoUsage,NoUsage
849,toxtricity-low-key-gmax,electric,poison,punk-rock,minus,technician   ,75,98,70,114,70,75,502,False,False,GERAÇAO-VIII,no usage,no usage,NoUsage,NoUsage,NoUsage,NoUsage
850,sizzlipede,fire,bug   ,flash-fire,white-smoke,flame-body,50,65,45,50,50,45,305,False,False,generation-viii,NoUsage,NoUsage,NoUsage,-,N/A,NoUsage
851,centiskorch,  FIRE ,bug,flash-fire   ,  WHITE-SMOKE ,flame-body,100,115,65,90,90,65,525,False,False,generation-viii,0.10337,N/A,NoUsage,0.04,NULL,none
851,centiskorch-gmax,fire,bug   ,flash-fire,  WHITE-SMOKE ,flame-body,100,115,65,90,90,65,525,False,False,generation -   viii,NoUsage,NoUsage,NoUsage,NULL,NoUsage,NoUsage
852,clobbopus,  FIGHTING ,No_type,limber,N/A,technician,50,68,60,50,50,32,310,False,False,GEN_viii,N/A,none,NoUsage,no usage,NoUsage,-
853,grapploct,fighting,No_type,limber,   ,technician,80,118,90,70,80,42,480,False,False,generation-viii,0.00034,NULL,NULL,NoUsage,NoUsage,NoUsage
854,sinistea,ghost,No_type,weak-armor,   ,cursed-body,40,45,45,74,54,50,308,False,False,generation-viii,0.0,0.0,NO,NoUsage,NO,NoUsage
855,polteageist,ghost   ,  NO_TYPE ,  WEAK-ARMOR ,sem_habilidade,cursed-body,60,65,65,134,114,70,508,False,False,GERAÇAO-VIII,0.00076,0.01387,0.00246,NoUsage,no usage,0.05
856,hatenna   ,psychic,No_type,healer,anticipation,magic-bounce,42,30,45,56,53,39,265,False,False,generation-viii,0.0,0.0,NO,NoUsage,NoUsage,NoUsage
857,hattrem,psychic,no_type   ,healer,anticipation,magic-bounce,57,40,65,86,73,49,370,False,False,generation-viii,no usage,0.0,0.0,NoUsage,none,NoUsage
858,  HATTERENE ,psychic,fairy,healer   ,anticipation,magic-bounce   ,57,90,95,136,103,29,510,False,False,generation-viii,0.28515,1.37106,2.03637,0.19,0.97,3.08
858,hatterene-gmax,psychic,fairy,healer,anticipation,magic-bounce,57,90,95,136,103,29,510,False,False,generation -   viii,NO,zero,NoUsage,-,-,NoUsage
859,impidimp,dark,fairy,prankster   ,frisk,  PICKPOCKET ,45,45,30,55,40,50,265,False,False,GERAÇAO-VIII,   ,   ,NULL,   ,NoUsage,NoUsage
860,morgrem,dark   ,fairy,prankster,frisk,pickpocket,65,60,45,75,55,70,370,False,False,generation-viii,0.0,0.0,NULL,NoUsage,NoUsage,NoUsage
861,grimmsnarl   ,dark   ,fairy,prankster,  FRISK ,pickpocket   ,95,120,65,95,75,60,510,False,False,generation-viii,26.28657,7.78893,1.27286,30.4,3.53,5.34
861,grimmsnarl-gmax,dark,fairy,prankster,  FRISK ,pickpocket,95,120,65,95,75,60,510,False,False,generation-viii,no usage,NoUsage,NoUsage,   ,   ,no usage
862,  OBSTAGOON ,dark,normal,reckless,  GUTS ,defiant,93,90,101,60,81,95,520,False,False,generation-viii,0.01258,zero,NoUsage,N/A,NO,no usage
863,perrserker,steel,No_type,battle-armor   ,tough-claws,  STEELY-SPIRIT ,70,110,100,50,60,50,440,False,False,generation-viii,0.00952,0.11305,0.02694,NoUsage,NoUsage,NoUsage
864,cursola,ghost,  NO_TYPE ,weak-armor,none,perish-body   ,60,95,50,145,130,30,510,False,False,generation-viii,0.00681,   ,NULL,NoUsage,NoUsage,NoUsage
865,sirfetchd,fighting,No_type,steadfast,sem_habilidade,scrappy,62,135,95,68,82,65,507,False,False,generation-viii,NoUsage,NoUsage,none,NoUsage,NoUsage,NoUsage
866,mr-rime   ,ice   ,psychic,  TANGLED-FEET ,screen-cleaner,ice-body,80,85,75,110,100,70,520,False,False,generation-viii,NoUsage,no usage,NoUsage,0.08,no usage,N/A
867,runerigus,ground,ghost   ,wandering-spirit,n/a   ,none    ,58,95,145,50,105,30,483,False,False,generation -   viii,0.05966,NULL,NoUsage,zero,NoUsage,NoUsage
868,milcery,fairy,No_type,sweet-veil,sem_habilidade,aroma-veil,45,40,40,50,61,34,270,False,False,generation-viii,0.0,NoUsage,N/A,NoUsage,zero,NoUsage
869,alcremie,fairy,No_type,  SWEET-VEIL ,  NULL ,aroma-veil,65,60,75,110,121,64,495,False,False,generation-viii,0.17496,NoUsage,0.1397,NoUsage,NoUsage,NULL
869,alcremie-gmax,  FAIRY ,No_type,sweet-veil   ,None,aroma-veil,65,60,75,110,121,64,495,False,False,generation-viii,none,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
870,falinks,  FIGHTING ,No_type,battle-armor,none,defiant,65,100,100,70,60,75,470,False,False,generation -   viii,0.00088,0.0018,0.00286,NoUsage,NoUsage,NoUsage
871,  PINCURCHIN ,electric,No_type,  LIGHTNING-ROD ,NULL,electric-surge,48,101,95,91,85,15,435,False,False,generation-viii,0.03405,0.74133,0.05723,NoUsage,NoUsage,NoUsage
872,snom,  ICE ,  BUG ,  SHIELD-DUST ,null   ,ice-scales   ,30,25,35,45,30,20,185,False,False,GERAÇAO-VIII,0.0,0.0,NO,NULL,NoUsage,N/A
873,frosmoth,  ICE ,bug,shield-dust,sem_habilidade,ice-scales,70,65,60,125,90,65,475,False,False,generation-viii,0.04544,0.04684,0.03373,NoUsage,zero,0.23
874,stonjourner,rock,No_type,power-spot,   ,None ,100,125,135,20,20,70,470,False,False,GEN_viii,0.00973,0.29701,0.01344,NO,N/A,0.07
875,eiscue,ice,no_type   ,ice-face   ,NULL,None ,75,80,110,65,90,50,470,False,False,generation-viii,7e-05,0.01067,0.0026,no usage,NoUsage,NoUsage
875,eiscue-noice,ice,No_type,ice-face   ,No_ability,None ,75,80,70,65,50,130,470,False,False,generation-viii,NULL,NoUsage,NoUsage,NoUsage,N/A,NoUsage
876,indeedee-male,psychic,normal,inner-focus,synchronize,psychic-surge   ,60,65,55,105,95,95,475,False,False,generation-viii,0.58247,0.69222,0.95508,NoUsage,NoUsage,8.91
876,indeedee-female,  PSYCHIC ,normal   ,own-tempo,  SYNCHRONIZE ,psychic-surge,70,55,65,95,105,85,475,False,False,generation-viii,8.37202,16.45373,12.08637,7.3,7.35,6.55
877,morpeko-full-belly,electric,dark   ,hunger-switch,No_ability,  NONE  ,58,95,58,70,58,97,436,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,N/A
877,morpeko,electric,dark,hunger-switch,No_ability,None ,58,95,58,70,58,97,436,False,False,generation-viii,NULL,0.00579,0.00121,0.04,N/A,zero
878,cufant,steel   ,no_type   ,sheer-force   ,   ,  HEAVY-METAL ,72,80,49,40,49,40,330,False,False,generation-viii,0.0,0.0,   ,NoUsage,NoUsage,NO
879,copperajah,steel,No_type,sheer-force,  N/A ,heavy-metal,122,130,69,80,69,30,500,False,False,generation-viii,0.00014,0.0,0.0029,0.08,NoUsage,NoUsage
879,copperajah-gmax,steel,no_type   ,sheer-force,NULL,heavy-metal,122,130,69,80,69,30,500,False,False,generation -   viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
880,dracozolt,electric,dragon,volt-absorb,  HUSTLE ,sand-rush   ,90,100,90,80,70,75,505,False,False,generation-viii,0.06513,NoUsage,NoUsage,0.1,-,NO
881,arctozolt,electric,  ICE ,volt-absorb   ,static   ,slush-rush,90,100,90,90,80,55,505,False,False,generation -   viii,0.00608,NoUsage,NO,NoUsage,NoUsage,zero
882,dracovish,water   ,dragon   ,water-absorb,strong-jaw,sand-rush,90,90,100,70,80,75,505,False,False,generation-viii,0.29905,NoUsage,NoUsage,0.04,NoUsage,NoUsage
883,  ARCTOVISH ,  WATER ,ice,  WATER-ABSORB ,ice-body,slush-rush,90,90,100,80,90,55,505,False,False,generation-viii,0.00131,   ,NoUsage,no usage,NO,NoUsage
884,duraludon,steel,  DRAGON ,light-metal,heavy-metal,  STALWART ,70,95,115,120,50,85,535,False,False,generation -   viii,0.03485,NoUsage,0.03373,NoUsage,NO,NoUsage
884,duraludon-gmax,steel,dragon,light-metal,  HEAVY-METAL ,stalwart   ,70,95,115,120,50,85,535,False,False,generation-viii,zero,NoUsage,zero,N/A,NoUsage,NULL
885,dreepy,dragon   ,ghost,clear-body,infiltrator,cursed-body,28,60,30,40,30,82,270,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
886,drakloak,dragon,  GHOST ,clear-body,infiltrator,cursed-body,68,80,50,60,50,102,410,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
887,dragapult   ,  DRAGON ,ghost,clear-body,infiltrator,cursed-body,88,120,75,100,75,142,600,False,False,generation-viii,1.86568,1.53354,1.21768,0.58,1.34,13.74
888,zacian,fairy   ,No_type,intrepid-sword   ,no-ability,None ,92,120,115,80,115,138,660,True,False,GERAÇAO-VIII,0.00451,   ,0.10091,0.04,NoUsage,NoUsage
888,  ZACIAN-CROWNED ,fairy,steel,intrepid-sword,  SEM_HABILIDADE ,  NONE  ,92,150,115,80,115,148,700,True,False,generation-viii,60.39172,zero,3.39879,53.65,-,NoUsage
889,zamazenta,fighting,No_type,dauntless-shield,   ,None ,92,120,115,80,115,138,660,True,False,generation-viii,0.01022,NoUsage,0.01179,NoUsage,NoUsage,NoUsage
889,zamazenta-crowned,  FIGHTING ,steel,dauntless-shield,N/A,None ,92,120,140,80,140,128,700,True,False,generation -   viii,1.03373,no usage,4.12203,0.19,NoUsage,NoUsage
890,eternatus,poison,dragon   ,pressure,no-ability,None ,140,85,95,145,95,130,690,True,False,GERAÇAO-VIII,1.30324,none,0.64711,1.99,NoUsage,NoUsage
890,eternatus-eternamax   ,poison,dragon,pressure,none,None ,255,115,250,125,250,130,1125,True,False,GERAÇAO-VIII,NoUsage,NoUsage,none,no usage,NULL,NoUsage
891,  KUBFU ,fighting,No_type,inner-focus,None,None ,60,90,60,53,50,72,385,True,False,generation-viii,none,0.0,0.0,NoUsage,-,no usage
892,urshifu-single,fighting   ,dark   ,unseen-fist,None,None ,100,130,100,63,60,97,550,True,False,generation-viii,7.57563,9.56383,24.98031,NoUsage,9.76,NoUsage
892,urshifu-rapid,fighting,water,unseen-fist,no-ability,None ,100,130,100,63,60,97,550,True,False,generation-viii,5.86298,48.97556,25.61987,3.28,28.86,NoUsage
892,urshifu-single-strike-gmax,fighting,dark,unseen-fist,      ,  NONE  ,100,130,100,63,60,97,550,True,False,generation-viii,NoUsage,NoUsage,NoUsage,   ,NoUsage,no usage
892,urshifu-rapid-strike-gmax,fighting,water,unseen-fist,none,None ,100,130,100,63,60,97,550,True,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
893,  ZARUDE ,  DARK ,  GRASS ,leaf-guard,None,None ,105,120,105,70,95,105,600,False,True,generation-viii,none,-,NoUsage,zero,NoUsage,-
893,  ZARUDE-DADA ,dark,  GRASS ,leaf-guard,none,None ,105,120,105,70,95,105,600,False,True,generation-viii,NoUsage,none,NoUsage,NULL,NoUsage,NoUsage
894,regieleki,electric,  NO_TYPE ,transistor,none,None ,80,100,50,100,50,200,580,True,False,generation-viii,33.66805,11.84415,0.70705,26.25,0.65,NoUsage
895,regidrago,dragon,No_type,dragons-maw,no-ability,None ,200,100,50,100,50,80,580,True,False,generation-viii,0.22145,5.93283,2.34267,0.04,2.31,NoUsage
896,glastrier,  ICE ,  NO_TYPE ,chilling-neigh,  NULL ,  NONE  ,100,145,130,65,110,30,580,True,False,generation-viii,0.6861,2.65695,0.1538,0.06,0.22,NULL
897,spectrier,ghost,no_type   ,grim-neigh,N/A,  NONE  ,100,65,60,145,80,130,580,True,False,generation-viii,2.8511,1.07341,0.13724,0.29,0.07,zero
898,calyrex,psychic   ,grass,unnerve,N/A,None ,100,80,80,80,80,80,500,True,False,generation-viii,0.0,NoUsage,0.00028,NoUsage,NoUsage,   
898,calyrex-ice-rider,  PSYCHIC ,ice,as-one-glastrier,   ,None ,100,165,150,85,130,50,680,True,False,generation-viii,12.16652,NoUsage,20.95435,14.5,zero,NULL
898,  CALYREX-SHADOW-RIDER ,psychic,ghost,as-one-spectrier,  SEM_HABILIDADE ,None ,100,85,80,165,100,150,680,True,False,generation-viii,16.04262,no usage,20.12318,16.49,NoUsage,no usage
899,wyrdeer,normal,psychic,  INTIMIDATE ,frisk,sap-sipper,103,105,72,105,75,65,525,False,False,generation-viii,NoUsage,0.39539,0.02855,NoUsage,0.06,0.04
900,kleavor,bug,rock,swarm,sheer-force,sharpness,70,135,95,45,70,85,500,False,False,generation-viii,NoUsage,2.68497,0.03425,NoUsage,0.06,0.09
901,ursaluna,ground,normal,guts,bulletproof,unnerve   ,130,140,105,45,80,50,550,False,False,generation-viii,none,18.843,3.61115,NULL,5.3,13.52
901,ursaluna-bloodmoon,ground,normal,minds-eye,none,  NONE  ,113,70,120,135,65,52,555,False,False,generation-viii,NoUsage,9.73372,13.66696,NoUsage,7.13,12.69
